name,ra,dec,objid,cModelAbsMag_r,logMass,age,metallicity,petroR50_r,petroR90_r
1237655368760164378,222.8447,55.40134,1237655368760164378,-19.94135,11.24909,7.627892,0.0077,6.084925,21.8001
1237654604796788785,178.2356,4.36046,1237654604796788785,-20.15732,11.25924,7.799702,0.0077,4.057246,13.27681
1237670955716509819,29.0991,-9.626736,1237670955716509819,-21.0135,11.51603,3.410037,0.0077,7.65478,24.127
1237654600492712202,157.0978,3.758755,1237654600492712202,-20.94272,11.76316,10.28796,0.0077,9.071857,26.07584
1237662266463879296,228.8088,4.386216,1237662266463879296,-21.02982,11.57647,10.45977,0.0077,4.251688,14.3669
1237651822177812541,228.0919,3.396821,1237651822177812541,-20.33077,11.42193,6.469671,0.0077,8.040915,24.59602
1237657610727588082,173.0967,55.96744,1237657610727588082,-19.8517,11.24711,11.84522,0.0077,10.2415,33.33598
1237654949450350719,239.3391,54.67109,1237654949450350719,-20.6494,11.32917,2.972781,0.0077,4.769741,16.35097
1237655742409343266,227.4674,4.407715,1237655742409343266,-20.30259,11.16587,2.906923,0.0077,4.76738,15.91137
1237661352168652929,177.522,56.48097,1237661352168652929,-21.04858,11.49842,2.972781,0.0077,7.291031,24.09191
1237661353241346069,173.01,57.02259,1237661353241346069,-20.12243,11.07857,2.831355,0.0077,2.939742,9.661056
1237654601567633656,159.7695,4.647481,1237654601567633656,-21.40325,11.82831,11.84522,0.0077,16.95935,58.6454
1237661416060944418,196.7776,55.83087,1237661416060944418,-20.34834,11.09302,2.242026,0.03,2.889466,9.132816
1237661416065400958,213.4877,52.76448,1237661416065400958,-21.20331,11.55924,6.038114,0.0077,7.02109,17.93802
1237661417677193363,218.3946,52.71954,1237661417677193363,-19.85687,11.02296,2.831355,0.0096,3.128299,10.11409
1237661418750279689,216.8333,54.28889,1237661418750279689,-20.22238,11.11728,2.831355,0.0077,4.74057,15.84962
1237661418750476311,217.4521,53.96502,1237661418750476311,-20.70475,11.31752,2.906923,0.0077,10.4508,35.30199
1237661386534092836,223.0644,50.37365,1237661386534092836,-20.97301,11.50186,4.07476,0.03,5.362173,18.71531
1237659163343716381,230.2177,48.66069,1237659163343716381,-21.66641,11.72959,2.167394,0.03,7.449129,20.28486
1237661388148637741,235.0187,46.10595,1237661388148637741,-19.65009,10.76784,2.242026,0.0077,3.925529,13.3572
1237661386003382291,238.758,41.57834,1237661386003382291,-20.64294,11.65645,12.51024,0.0077,10.05498,33.62138
1237661386546676181,251.6892,31.06208,1237661386546676181,-20.61795,11.00887,2.00088,0.0096,2.088708,5.779634
1237661386010263645,251.9335,29.94197,1237661386010263645,-21.74695,11.96556,10.05981,0.0077,7.630675,22.99236
1237658492269494415,157.2374,8.483462,1237658492269494415,-20.50224,11.29788,3.410037,0.0077,6.821059,24.61994
1237651212287738018,258.8457,57.41119,1237651212287738018,-20.70206,11.46449,4.967828,0.03,11.87988,37.20474
1237658492815016056,177.2026,9.995858,1237658492815016056,-20.89393,11.6764,5.306479,0.0077,5.727299,18.43778
1237655499736940671,200.7588,-1.71139,1237655499736940671,-21.01851,11.45247,2.906923,0.0077,8.263144,25.71021
1237661852013428847,207.6438,43.436,1237661852013428847,-19.8663,10.92534,2.831355,0.0096,2.886398,8.135113
1237660615051772060,180.0596,10.69674,1237660615051772060,-20.77824,11.54705,7.799702,0.0077,6.827993,21.70177
1237660024494489821,338.7998,-1.147197,1237660024494489821,-20.93566,11.62187,4.641619,0.0096,6.429747,19.54153
1237658800967188670,196.4829,53.65926,1237658800967188670,-20.44792,11.29631,3.410037,0.0077,8.404208,28.08355
1237658205036675212,146.7091,43.42385,1237658205036675212,-20.85204,11.28552,3.376582,0.0096,3.771477,10.6276
1237651823781347374,212.022,5.417548,1237651823781347374,-21.36127,11.82617,7.627892,0.0077,5.38585,17.77661
1237674367531483264,122.5355,35.27526,1237674367531483264,-21.30977,11.81873,7.799702,0.0077,7.775105,26.18055
1237657594075217929,122.412,34.92702,1237657594075217929,-20.37184,11.27865,8.794135,0.03,2.821223,9.686893
1237655124472627237,185.0913,4.345404,1237655124472627237,-20.31692,11.21306,2.307769,0.03,3.105034,10.48015
1237655742947262470,229.756,4.520676,1237655742947262470,-20.76892,11.52624,4.474623,0.03,11.29196,35.3301
1237663783666843670,14.43767,-0.4194196,1237663783666843670,-21.0123,11.45618,3.496192,0.03,7.696011,22.92132
1237658203447820431,217.9121,44.00527,1237658203447820431,-20.90162,11.55562,7.301458,0.0077,4.718981,15.49684
1237657630584340715,127.8302,36.43806,1237657630584340715,-20.80623,11.63936,10.34454,0.0077,5.214451,17.16138
1237649920574816409,11.43749,15.4517,1237649920574816409,-20.52479,11.27095,2.906923,0.0077,6.328936,20.88574
1237654391103619080,120.7048,40.45739,1237654391103619080,-20.44163,11.22634,2.831355,0.0096,5.240471,17.5026
1237661418210852997,207.025,56.09938,1237661418210852997,-19.86964,10.96327,2.831355,0.0077,2.054124,6.766213
1237663782592905352,14.06715,-1.255369,1237663782592905352,-21.70859,11.998,7.301458,0.0077,14.82366,36.34812
1237661871872671996,203.7853,42.64721,1237661871872671996,-20.3761,11.26408,3.496192,0.0077,6.550306,21.56973
1237666408459141156,38.1674,0.2600741,1237666408459141156,-19.67494,10.82448,2.479575,0.0077,8.721813,26.36051
1237659327107170684,254.9331,32.61532,1237659327107170684,-21.7386,11.74411,2.36435,0.03,6.503618,21.85616
1237648674531836029,243.1546,0.3799716,1237648674531836029,-19.51897,10.72806,2.479575,0.0077,3.33529,10.62192
1237661871872737488,203.9569,42.67831,1237661871872737488,-19.90341,10.98418,2.831355,0.0077,3.817418,12.24775
1237661872946479130,204.1272,43.40482,1237661872946479130,-20.3354,11.37435,8.292908,0.0077,5.006132,17.15209
1237661872949297238,212.5175,41.7558,1237661872949297238,-21.5862,11.65425,2.307769,0.03,5.284804,17.03921
1237671764249673775,191.2391,-0.04312155,1237671764249673775,-21.10628,11.5,2.906923,0.0077,8.562714,28.17839
1237654604260049125,178.5256,3.920996,1237654604260049125,-20.31514,11.39822,10.05981,0.0077,3.183478,11.09847
1237658205036740684,146.8328,43.4004,1237658205036740684,-20.52728,11.21808,2.36435,0.03,2.804471,9.527455
1237662266464600297,230.3439,4.341694,1237662266464600297,-20.97379,11.73298,7.684477,0.0077,9.568142,30.60347
1237663783134036155,23.72385,-0.6649879,1237663783134036155,-20.95007,11.65299,8.064765,0.0077,3.880999,12.64075
1237661435925889062,208.1606,46.34984,1237661435925889062,-21.20707,11.62494,3.571928,0.0077,4.426193,14.80892
1237655463777140937,221.4174,56.21067,1237655463777140937,-20.52972,11.19531,2.242026,0.03,3.948534,12.45617
1237652942627471506,334.3534,12.52298,1237652942627471506,-20.40506,11.20327,3.496192,0.03,3.107387,10.48496
1237661387065917554,205.9375,55.63378,1237661387065917554,-20.49918,11.2501,2.085784,0.03,3.030507,9.021103
1237657857146814599,180.0665,52.66813,1237657857146814599,-20.4481,11.17213,2.36435,0.03,6.040476,18.531
1237655129842516349,253.9542,37.98989,1237655129842516349,-20.301,11.22104,2.831355,0.012,4.820177,16.39229
1237654653099180063,122.1485,38.9145,1237654653099180063,-19.5681,11.09515,10.14632,0.0077,4.943368,17.86851
